UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
6380,10/23/2011,L53559,L,300.1,309.7,1485,45.9,2.491610738,82.3,0.0082161,10.36856838,866.9,0
6381,10/24/2011,L53560,L,300.2,309.8,1430,55,2.399328859,82.4,0.009845,12.42421048,876,0
6382,10/25/2011,L53561,L,300.2,309.7,1771,27.1,2.97147651,82.3,0.0048509,6.121747346,848.1,0
6383,10/26/2011,L53562,L,300.2,309.8,1481,41.9,2.484899329,82.4,0.0075001,9.464989438,862.9,0
6384,10/27/2011,H35797,H,300.2,309.7,1483,43.8,2.488255034,82.3,0.0078402,9.894189437,864.8,0
6385,10/28/2011,H35798,H,300.1,309.6,1463,45.1,2.454697987,82.2,0.0080729,10.18785259,866.1,0
6386,10/29/2011,L53565,L,300.1,309.7,1410,48.3,2.365771812,82.3,0.0086457,10.91071575,869.3,0
6387,10/30/2011,L53566,L,300.2,309.7,1656,34.3,2.77852349,82.3,0.0061397,7.748189445,855.3,0
6388,10/31/2011,M21247,M,300.2,309.8,1487,39.2,2.494966443,82.4,0.0070168,8.855073651,860.2,0
6389,11/1/2011,H35802,H,300.3,309.9,1509,46.6,2.531879195,82.5,0.0083414,10.5266947,867.6,0
6390,11/2/2011,H35803,H,300.3,309.9,1677,30.1,2.813758389,82.5,0.0053879,6.799431554,851.1,0
6391,11/3/2011,L53570,L,300.3,309.8,1450,55,2.432885906,82.4,0.009845,12.42421048,876,0
6392,11/4/2011,M21251,M,300.2,309.7,1413,43,2.370805369,82.3,0.007697,9.713473648,864,0
6393,11/5/2011,L53572,L,300.1,309.7,1680,33.8,2.818791946,82.3,0.0060502,7.635242077,854.8,0
6394,11/6/2011,L53573,L,300.2,309.7,1678,30.5,2.815436242,82.3,0.0054595,6.889789448,851.5,0
6395,11/7/2011,M21254,M,300.2,309.7,1408,44,2.362416107,82.3,0.007876,9.939368384,865,0
6396,11/8/2011,M21255,M,300.1,309.6,1376,52.1,2.308724832,82.2,0.0093259,11.76911575,873.1,0
6397,11/9/2011,L53576,L,300,309.6,1526,46.4,2.560402685,82.2,0.0083056,10.48151575,867.4,0
6398,11/10/2011,M21257,M,300,309.6,1587,32.6,2.662751678,82.2,0.0058354,7.364168394,853.6,0
6399,11/11/2011,L53578,L,300.1,309.7,1351,58.2,2.266778523,82.3,0.0104178,13.14707364,879.2,0
6400,11/12/2011,M21259,M,300.1,309.6,1501,38,2.518456376,82.2,0.006802,8.583999968,859,0
6401,11/13/2011,L53580,L,300.1,309.7,1601,35.8,2.686241611,82.3,0.0064082,8.087031549,856.8,0
6402,11/14/2011,M21261,M,300,309.6,1573,39.7,2.639261745,82.2,0.0071063,8.968021019,860.7,0
6403,11/15/2011,M21262,M,300.1,309.6,1584,36.7,2.657718121,82.2,0.0065693,8.290336811,857.7,0
6404,11/16/2011,L53583,L,300.1,309.6,1649,33.6,2.766778523,82.2,0.0060144,7.59006313,854.6,0
6405,11/17/2011,M21264,M,300.2,309.7,1183,61.4,1.984899329,82.3,0.0109906,13.86993679,882.4,0
6406,11/18/2011,L53585,L,300.1,309.7,2151,17.5,3.609060403,82.3,0.0031325,3.95315788,838.5,0
6407,11/19/2011,L53586,L,300.2,309.8,1526,45.6,2.560402685,82.4,0.0081624,10.30079996,866.6,0
6408,11/20/2011,M21267,M,300.3,309.9,1611,29,2.703020134,82.5,0.005191,6.550947344,850,0
6409,11/21/2011,L53588,L,300.3,309.9,1601,31.7,2.686241611,82.5,0.0056743,7.160863131,852.7,0
6410,11/22/2011,L53589,L,300.3,310,1560,40.8,2.617449664,82.6,0.0073032,9.216505229,861.8,0
6411,11/23/2011,L53590,L,300.4,310.1,1544,41.9,2.590604027,82.7,0.0075001,9.464989438,862.9,0
6412,11/24/2011,M21271,M,300.4,310,1560,42.3,2.617449664,82.6,0.0075717,9.555347333,863.3,0
6413,11/25/2011,L53592,L,300.4,310,1423,44.2,2.387583893,82.6,0.0079118,9.984547331,865.2,0
6414,11/26/2011,L53593,L,300.4,310.1,1614,33.5,2.708053691,82.7,0.0059965,7.567473656,854.5,0
6415,11/27/2011,M21274,M,300.4,310.1,1457,35.1,2.444630872,82.7,0.0062829,7.928905234,856.1,0
6416,11/28/2011,L53595,L,300.4,310.1,1503,42.2,2.521812081,82.7,0.0075538,9.532757859,863.2,0
6417,11/29/2011,H35830,H,300.4,310.1,1484,38,2.489932886,82.7,0.006802,8.583999968,859,0
6418,11/30/2011,L53597,L,300.3,309.9,1540,39.9,2.583892617,82.5,0.0071421,9.013199966,860.9,0
6419,12/1/2011,H35832,H,300.3,309.9,1405,52.1,2.35738255,82.5,0.0093259,11.76911575,873.1,0
6420,12/2/2011,H35833,H,300.3,309.9,1394,46.7,2.338926174,82.5,0.0083593,10.54928417,867.7,1
6421,12/3/2011,L53600,L,300.3,309.9,1518,36.4,2.546979866,82.5,0.0065156,8.22256839,857.4,0
6422,12/4/2011,L53601,L,300.3,309.9,1527,41.4,2.562080537,82.5,0.0074106,9.35204207,862.4,0
6423,12/5/2011,L53602,L,300.3,309.9,1377,55.3,2.310402685,82.5,0.0098987,12.4919789,876.3,0
6424,12/6/2011,M21283,M,300.3,310,1537,37.5,2.57885906,82.6,0.0067125,8.4710526,858.5,0
6425,12/7/2011,M21284,M,300.3,310,1409,43.2,2.36409396,82.6,0.0077328,9.758652595,864.2,0
6426,12/8/2011,L53605,L,300.3,309.9,1393,56.1,2.337248322,82.5,0.0100419,12.67269469,877.1,0
6427,12/9/2011,L53606,L,300.2,309.7,1448,36.8,2.429530201,82.3,0.0065872,8.312926285,857.8,0
6428,12/10/2011,L53607,L,300.2,309.8,1418,49.3,2.379194631,82.4,0.0088247,11.13661048,870.3,0
6429,12/11/2011,M21288,M,300.2,309.8,1743,24.1,2.924496644,82.4,0.0043139,5.444063138,845.1,0
6430,12/12/2011,M21289,M,300.2,309.8,1394,47.4,2.338926174,82.4,0.0084846,10.70741049,868.4,0
6431,12/13/2011,L53610,L,300.3,309.8,1523,39.2,2.555369128,82.4,0.0070168,8.855073651,860.2,0
6432,12/14/2011,L53611,L,300.2,309.8,1353,59.4,2.270134228,82.4,0.0106326,13.41814732,880.4,0
6433,12/15/2011,M21292,M,300.3,309.9,1447,46.5,2.427852349,82.5,0.0083235,10.50410522,867.5,0
6434,12/16/2011,L53613,L,300.3,309.9,1570,34,2.634228188,82.5,0.006086,7.680421024,855,0
6435,12/17/2011,M21294,M,300.3,309.9,1494,38.5,2.506711409,82.5,0.0068915,8.696947336,859.5,0
6436,12/18/2011,L53615,L,300.3,309.9,1621,34.1,2.719798658,82.5,0.0061039,7.703010498,855.1,0
6437,12/19/2011,L53616,L,300.4,310,1769,26.1,2.968120805,82.6,0.0046719,5.89585261,847.1,0
6438,12/20/2011,L53617,L,300.4,310,1282,66.1,2.151006711,82.6,0.0118319,14.93164205,887.1,0
6439,12/21/2011,L53618,L,300.4,310,1581,30.3,2.652684564,82.6,0.0054237,6.844610501,851.3,0
6440,12/22/2011,L53619,L,300.6,310.1,1656,32.7,2.77852349,82.7,0.0058533,7.386757867,853.7,0
6441,12/23/2011,L53620,L,300.6,310.2,1648,31.7,2.765100671,82.8,0.0056743,7.160863131,852.7,0
6442,12/24/2011,L53621,L,300.7,310.2,1639,31.4,2.75,82.8,0.0056206,7.09309471,852.4,0
6443,12/25/2011,L53622,L,300.7,310.2,1348,54.8,2.261744966,82.8,0.0098092,12.37903153,875.8,0
6444,12/26/2011,L53623,L,300.8,310.3,1537,33.3,2.57885906,82.9,0.0059607,7.522294709,854.3,0
6445,12/27/2011,M21304,M,300.8,310.3,1270,61,2.130872483,82.9,0.010919,13.7795789,882,0
6446,12/28/2011,L53625,L,300.7,310.3,1662,34.4,2.788590604,82.9,0.0061576,7.770778918,855.4,0
6447,12/29/2011,M21306,M,300.7,310.3,1471,40.2,2.468120805,82.9,0.0071958,9.080968387,861.2,0
6448,12/30/2011,L53627,L,300.6,310.1,1337,45.8,2.243288591,82.7,0.0081982,10.34597891,866.8,0
6449,12/31/2011,H35862,H,300.7,310.2,1877,24.8,3.149328859,82.8,0.0044392,5.602189453,845.8,0
6450,1/1/2012,L53629,L,300.6,310.2,1519,44.6,2.548657718,82.8,0.0079834,10.07490523,865.6,0
6451,1/2/2012,L53630,L,300.6,310.2,1378,47.3,2.312080537,82.8,0.0084667,10.68482101,868.3,0
6452,1/3/2012,L53631,L,300.7,310.2,1696,27.5,2.845637584,82.8,0.0049225,6.21210524,848.5,0
6453,1/4/2012,L53632,L,300.7,310.1,1376,50.8,2.308724832,82.7,0.0090932,11.47545259,871.8,0
6454,1/5/2012,L53633,L,300.7,310.2,1807,24.2,3.031879195,82.8,0.0043318,5.466652611,845.2,0
6455,1/6/2012,L53634,L,300.7,310.1,1598,32.8,2.681208054,82.7,0.0058712,7.409347341,853.8,0
6456,1/7/2012,L53635,L,300.7,310.1,1565,40.2,2.625838926,82.7,0.0071958,9.080968387,861.2,0
6457,1/8/2012,L53636,L,300.7,310.2,1387,50.6,2.327181208,82.8,0.0090574,11.43027364,871.6,0
6458,1/9/2012,L53637,L,300.7,310,1395,48,2.340604027,82.6,0.008592,10.84294733,869,0
6459,1/10/2012,M21318,M,300.6,310,1302,62.9,2.184563758,82.6,0.0112591,14.20877889,883.9,0
6460,1/11/2012,M21319,M,300.6,310,1397,55.2,2.343959732,82.6,0.0098808,12.46938943,876.2,0
6461,1/12/2012,L53640,L,300.6,310,1313,52.9,2.203020134,82.6,0.0094691,11.94983153,873.9,0
6462,1/13/2012,L53641,L,300.6,310,1505,35.9,2.525167785,82.6,0.0064261,8.109621022,856.9,0
6463,1/14/2012,H35876,H,300.6,310,1483,44,2.488255034,82.6,0.007876,9.939368384,865,0
6464,1/15/2012,H35877,H,300.5,310,1358,60.4,2.27852349,82.6,0.0108116,13.64404205,881.4,0
6465,1/16/2012,M21324,M,300.5,309.9,1735,27,2.911073826,82.5,0.004833,6.099157872,848,0
6466,1/17/2012,M21325,M,300.5,309.8,1416,48.5,2.375838926,82.4,0.0086815,10.9558947,869.5,0
6467,1/18/2012,L53646,L,300.4,309.7,1740,31.1,2.919463087,82.3,0.0055669,7.02532629,852.1,0
6468,1/19/2012,L53647,L,300.4,309.7,1692,27.4,2.838926174,82.3,0.0049046,6.189515766,848.4,0
6469,1/20/2012,L53648,L,300.5,309.8,1507,42.5,2.52852349,82.4,0.0076075,9.60052628,863.5,0
6470,1/21/2012,M21329,M,300.4,309.6,1521,35,2.552013423,82.2,0.006265,7.90631576,856,0
6471,1/22/2012,L53650,L,300.4,309.6,1379,54.5,2.313758389,82.2,0.0097555,12.31126311,875.5,0
6472,1/23/2012,L53651,L,300.4,309.6,1523,38.5,2.555369128,82.2,0.0068915,8.696947336,859.5,0
6473,1/24/2012,H35886,H,300.4,309.6,1571,33.6,2.63590604,82.2,0.0060144,7.59006313,854.6,0
6474,1/25/2012,H35887,H,300.4,309.5,1547,50.7,2.595637584,82.1,0.0090753,11.45286312,871.7,0
6475,1/26/2012,M21334,M,300.5,309.7,1347,54.3,2.260067114,82.3,0.0097197,12.26608416,875.3,0
6476,1/27/2012,L53655,L,300.5,309.7,1560,30.2,2.617449664,82.3,0.0054058,6.822021027,851.2,0
6477,1/28/2012,L53656,L,300.5,309.7,1384,48.6,2.322147651,82.3,0.0086994,10.97848417,869.6,0
6478,1/29/2012,L53657,L,300.5,309.7,1841,24.6,3.088926174,82.3,0.0044034,5.557010506,845.6,0
6479,1/30/2012,L53658,L,300.5,309.8,1663,29.1,2.790268456,82.4,0.0052089,6.573536818,850.1,1
6480,1/31/2012,L53659,L,300.6,309.8,1418,42.7,2.379194631,82.4,0.0076433,9.645705227,863.7,0
6481,2/1/2012,L53660,L,300.7,309.9,1775,26.6,2.978187919,82.5,0.0047614,6.008799978,847.6,0
6482,2/2/2012,L53661,L,300.7,309.8,1406,48.4,2.359060403,82.4,0.0086636,10.93330522,869.4,0
6483,2/3/2012,L53662,L,300.6,309.9,1480,43.7,2.483221477,82.5,0.0078223,9.871599963,864.7,0
6484,2/4/2012,L53663,L,300.7,309.9,1412,45.3,2.369127517,82.5,0.0081087,10.23303154,866.3,0
6485,2/5/2012,H35898,H,300.6,309.8,1913,22.5,3.209731544,82.4,0.0040275,5.08263156,843.5,0
6486,2/6/2012,L53665,L,300.6,309.8,1629,37.6,2.733221477,82.4,0.0067304,8.493642074,858.6,0
6487,2/7/2012,L53666,L,300.5,309.8,1939,21.4,3.253355705,82.4,0.0038306,4.83414735,842.4,0
6488,2/8/2012,H35901,H,300.6,309.8,1541,36.2,2.58557047,82.4,0.0064798,8.177389443,857.2,0
6489,2/9/2012,L53668,L,300.7,309.8,1330,54.4,2.231543624,82.4,0.0097376,12.28867364,875.4,0
6490,2/10/2012,M21349,M,300.7,309.8,1490,38.8,2.5,82.4,0.0069452,8.764715757,859.8,0
6491,2/11/2012,L53670,L,300.7,309.9,1383,44.5,2.320469799,82.5,0.0079655,10.05231575,865.5,0
6492,2/12/2012,L53671,L,300.8,310,1468,52.7,2.463087248,82.6,0.0094333,11.90465259,873.7,0
6493,2/13/2012,M21352,M,300.8,309.9,1444,46,2.422818792,82.5,0.008234,10.39115786,867,0
6494,2/14/2012,L53673,L,300.7,309.8,1363,53.1,2.286912752,82.4,0.0095049,11.99501048,874.1,0
6495,2/15/2012,L53674,L,300.6,309.7,1617,33.2,2.713087248,82.3,0.0059428,7.499705235,854.2,0
6496,2/16/2012,M21355,M,300.6,309.8,1694,31.1,2.842281879,82.4,0.0055669,7.02532629,852.1,0
6497,2/17/2012,L53676,L,300.7,309.9,1815,27,3.045302013,82.5,0.004833,6.099157872,848,0
6498,2/18/2012,L53677,L,300.8,309.9,1312,65.3,2.201342282,82.5,0.0116887,14.75092626,886.3,1
6499,2/19/2012,H35912,H,300.8,309.9,2041,19.2,3.424496644,82.5,0.0034368,4.337178931,840.2,0
6500,2/20/2012,L53679,L,300.9,310,1671,26.8,2.803691275,82.6,0.0047972,6.053978925,847.8,0
6501,2/21/2012,M21360,M,300.9,310,1416,46.6,2.375838926,82.6,0.0083414,10.5266947,867.6,0
6502,2/22/2012,M21361,M,300.9,310,1600,36,2.684563758,82.6,0.006444,8.132210496,857,0
6503,2/23/2012,L53682,L,300.9,310,2595,13.7,4.354026846,82.6,0.0024523,3.094757883,834.7,0
6504,2/24/2012,M21363,M,300.9,309.9,1465,42.9,2.458053691,82.5,0.0076791,9.690884174,863.9,0
6505,2/25/2012,M21364,M,301,310.1,1681,27.4,2.820469799,82.7,0.0049046,6.189515766,848.4,0
6506,2/26/2012,L53685,L,301.1,310.1,1457,39.6,2.444630872,82.7,0.0070884,8.945431546,860.6,0
6507,2/27/2012,H35920,H,301,310.1,1454,44.1,2.439597315,82.7,0.0078939,9.961957858,865.1,0
6508,2/28/2012,L53687,L,301,310.1,1558,32.6,2.61409396,82.7,0.0058354,7.364168394,853.6,0
6509,2/29/2012,H35922,H,301,310.1,1756,30.7,2.946308725,82.7,0.0054953,6.934968395,851.7,0
6510,3/1/2012,L53689,L,301.1,310.1,1564,36.8,2.624161074,82.7,0.0065872,8.312926285,857.8,0
6511,3/2/2012,L53690,L,301.1,310.2,1455,55.3,2.441275168,82.8,0.0098987,12.4919789,876.3,0
6512,3/3/2012,M21371,M,301.2,310.1,2280,15.7,3.825503356,82.7,0.0028103,3.546547355,836.7,0
6513,3/4/2012,M21372,M,301.1,310,1433,48.1,2.404362416,82.6,0.0086099,10.8655368,869.1,0
6514,3/5/2012,L53693,L,301.1,310,1513,38,2.538590604,82.6,0.006802,8.583999968,859,0
6515,3/6/2012,L53694,L,301,309.9,1507,41.8,2.52852349,82.5,0.0074822,9.442399965,862.8,0
6516,3/7/2012,L53695,L,301,310,1480,43.5,2.483221477,82.6,0.0077865,9.826421016,864.5,0
6517,3/8/2012,H35930,H,301.1,310,1470,40.1,2.466442953,82.6,0.0071779,9.058378914,861.1,0
6518,3/9/2012,L53697,L,301.1,310.1,1540,36.6,2.583892617,82.7,0.0065514,8.267747338,857.6,0
6519,3/10/2012,H35932,H,301,310,1212,67.9,2.033557047,82.6,0.0121541,15.33825257,888.9,0
6520,3/11/2012,L53699,L,301.1,310.1,1417,46.9,2.377516779,82.7,0.0083951,10.59446312,867.9,0
6521,3/12/2012,M21380,M,301.2,310.1,1666,34.9,2.795302013,82.7,0.0062471,7.883726286,855.9,0
6522,3/13/2012,L53701,L,301.1,310.1,1666,27.2,2.795302013,82.7,0.0048688,6.144336819,848.2,0
6523,3/14/2012,L53702,L,301.1,310.1,1489,45.8,2.498322148,82.7,0.0081982,10.34597891,866.8,0
6524,3/15/2012,M21383,M,301.1,310.2,1850,27.7,3.104026846,82.8,0.0049583,6.257284187,848.7,0
6525,3/16/2012,L53704,L,301.1,310.4,1874,24.8,3.144295302,83,0.0044392,5.602189453,845.8,0
6526,3/17/2012,L53705,L,301.1,310.4,1312,73.6,2.201342282,83,0.0131744,16.62585257,894.6,1
6527,3/18/2012,L53706,L,301.2,310.4,1515,38.4,2.541946309,83,0.0068736,8.674357862,859.4,0
6528,3/19/2012,L53707,L,301.2,310.4,1516,44.4,2.543624161,83,0.0079476,10.02972628,865.4,0
6529,3/20/2012,L53708,L,301.2,310.5,1546,40,2.593959732,83.1,0.00716,9.03578944,861,0
6530,3/21/2012,L53709,L,301.3,310.6,1481,40.9,2.484899329,83.2,0.0073211,9.239094702,861.9,0
6531,3/22/2012,H35944,H,301.3,310.6,1605,32.5,2.69295302,83.2,0.0058175,7.34157892,853.5,0
6532,3/23/2012,H35945,H,301.2,310.7,1656,26.2,2.77852349,83.3,0.0046898,5.918442083,847.2,0
6533,3/24/2012,H35946,H,301.2,310.6,1352,52,2.268456376,83.2,0.009308,11.74652627,873,0
6534,3/25/2012,L53713,L,301.3,310.7,1504,47.2,2.523489933,83.3,0.0084488,10.66223154,868.2,0
6535,3/26/2012,L53714,L,301.3,310.6,1436,44.2,2.409395973,83.2,0.0079118,9.984547331,865.2,0
6536,3/27/2012,H35949,H,301.2,310.5,1505,43.6,2.525167785,83.1,0.0078044,9.84901049,864.6,0
6537,3/28/2012,L53716,L,301.3,310.5,1406,47.1,2.359060403,83.1,0.0084309,10.63964207,868.1,0
6538,3/29/2012,M21397,M,301.3,310.5,1481,39.7,2.484899329,83.1,0.0071063,8.968021019,860.7,0
6539,3/30/2012,L53718,L,301.4,310.7,1487,44.6,2.494966443,83.3,0.0079834,10.07490523,865.6,0
6540,3/31/2012,L53719,L,301.4,310.7,1436,54.1,2.409395973,83.3,0.0096839,12.22090522,875.1,0
6541,4/1/2012,M21400,M,301.4,310.7,1368,63.7,2.295302013,83.3,0.0114023,14.38949468,884.7,1
6542,4/2/2012,L53721,L,301.4,310.7,1509,38.3,2.531879195,83.3,0.0068557,8.651768389,859.3,0
6543,4/3/2012,L53722,L,301.4,310.8,1543,36.9,2.588926174,83.4,0.0066051,8.335515758,857.9,0
6544,4/4/2012,L53723,L,301.4,310.8,1698,29.6,2.848993289,83.4,0.0052984,6.686484186,850.6,0
6545,4/5/2012,M21404,M,301.4,310.7,1470,46.5,2.466442953,83.3,0.0083235,10.50410522,867.5,0
6546,4/6/2012,M21405,M,301.4,310.8,1738,30.3,2.916107383,83.4,0.0054237,6.844610501,851.3,0
6547,4/7/2012,M21406,M,301.4,310.8,1530,39.9,2.567114094,83.4,0.0071421,9.013199966,860.9,0
6548,4/8/2012,L53727,L,301.4,310.8,1740,29.2,2.919463087,83.4,0.0052268,6.596126291,850.2,0
6549,4/9/2012,L53728,L,301.4,310.8,1770,24.1,2.969798658,83.4,0.0043139,5.444063138,845.1,0
6550,4/10/2012,H35963,H,301.3,310.6,1527,44,2.562080537,83.2,0.007876,9.939368384,865,0
6551,4/11/2012,L53730,L,301.3,310.7,1516,46,2.543624161,83.3,0.008234,10.39115786,867,0
6552,4/12/2012,L53731,L,301.4,310.7,1616,36.5,2.711409396,83.3,0.0065335,8.245157864,857.5,0
6553,4/13/2012,L53732,L,301.4,310.7,1786,26.1,2.996644295,83.3,0.0046719,5.89585261,847.1,0
6554,4/14/2012,L53733,L,301.4,310.8,1389,52.7,2.330536913,83.4,0.0094333,11.90465259,873.7,0
6555,4/15/2012,M21414,M,301.4,310.7,1639,29.8,2.75,83.3,0.0053342,6.731663133,850.8,0
6556,4/16/2012,H35969,H,301.5,310.7,1394,46.7,2.338926174,83.3,0.0083593,10.54928417,867.7,0
6557,4/17/2012,L53736,L,301.5,310.7,1686,27.9,2.82885906,83.3,0.0049941,6.302463134,848.9,0
6558,4/18/2012,M21417,M,301.5,310.6,1638,31.9,2.748322148,83.2,0.0057101,7.206042078,852.9,0
6559,4/19/2012,M21418,M,301.5,310.6,1447,41.9,2.427852349,83.2,0.0075001,9.464989438,862.9,0
6560,4/20/2012,H35973,H,301.5,310.6,1512,39,2.536912752,83.2,0.006981,8.809894704,860,0
6561,4/21/2012,L53740,L,301.6,310.8,1961,21.8,3.290268456,83.4,0.0039022,4.924505245,842.8,0
6562,4/22/2012,L53741,L,301.5,310.7,1596,35.4,2.677852349,83.3,0.0063366,7.996673654,856.4,0
6563,4/23/2012,M21422,M,301.5,310.7,1871,21.3,3.139261745,83.3,0.0038127,4.811557877,842.3,0
6564,4/24/2012,L53743,L,301.5,310.7,1942,20.5,3.258389262,83.3,0.0036695,4.630842088,841.5,0
6565,4/25/2012,L53744,L,301.4,310.6,1557,38.2,2.612416107,83.2,0.0068378,8.629178915,859.2,0
6566,4/26/2012,L53745,L,301.4,310.6,1550,36.8,2.600671141,83.2,0.0065872,8.312926285,857.8,0
6567,4/27/2012,L53746,L,301.3,310.6,1966,22.6,3.298657718,83.2,0.0040454,5.105221034,843.6,0
6568,4/28/2012,M21427,M,301.3,310.6,1499,36.1,2.515100671,83.2,0.0064619,8.15479997,857.1,0
6569,4/29/2012,L53748,L,301.3,310.6,1521,36.3,2.552013423,83.2,0.0064977,8.199978917,857.3,0
6570,4/30/2012,M21429,M,301.4,310.7,1375,42,2.30704698,83.3,0.007518,9.487578912,863,0
6571,5/1/2012,L53750,L,301.4,310.6,1634,31.1,2.741610738,83.2,0.0055669,7.02532629,852.1,0
6572,5/2/2012,M21431,M,301.3,310.6,1378,49.4,2.312080537,83.2,0.0088426,11.15919996,870.4,0
6573,5/3/2012,L53752,L,301.4,310.7,1428,53.7,2.395973154,83.3,0.0096123,12.13054732,874.7,0
6574,5/4/2012,M21433,M,301.4,310.6,1855,25.3,3.112416107,83.2,0.0045287,5.715136821,846.3,0
6575,5/5/2012,L53754,L,301.4,310.6,1578,33,2.647651007,83.2,0.005907,7.454526288,854,0
6576,5/6/2012,M21435,M,301.4,310.5,1451,45.3,2.434563758,83.1,0.0081087,10.23303154,866.3,0
6577,5/7/2012,L53756,L,301.5,310.5,1644,34.9,2.758389262,83.1,0.0062471,7.883726286,855.9,0
6578,5/8/2012,L53757,L,301.4,310.4,1388,45.3,2.32885906,83,0.0081087,10.23303154,866.3,0
6579,5/9/2012,L53758,L,301.4,310.4,1543,40.9,2.588926174,83,0.0073211,9.239094702,861.9,0
6580,5/10/2012,L53759,L,301.3,310.4,1501,41.6,2.518456376,83,0.0074464,9.397221018,862.6,0
6581,5/11/2012,L53760,L,301.3,310.4,1507,39.1,2.52852349,83,0.0069989,8.832484178,860.1,0
6582,5/12/2012,L53761,L,301.4,310.4,1559,36,2.615771812,83,0.006444,8.132210496,857,0
6583,5/13/2012,L53762,L,301.5,310.5,1528,35.7,2.563758389,83.1,0.0063903,8.064442075,856.7,0
6584,5/14/2012,M21443,M,301.5,310.5,1503,38.2,2.521812081,83.1,0.0068378,8.629178915,859.2,0
6585,5/15/2012,L53764,L,301.5,310.5,1372,44,2.302013423,83.1,0.007876,9.939368384,865,0
6586,5/16/2012,M21445,M,301.5,310.5,1600,32.8,2.684563758,83.1,0.0058712,7.409347341,853.8,0
6587,5/17/2012,L53766,L,301.5,310.6,1453,44,2.437919463,83.2,0.007876,9.939368384,865,0
6588,5/18/2012,M21447,M,301.6,310.7,1813,24.6,3.041946309,83.3,0.0044034,5.557010506,845.6,0
6589,5/19/2012,L53768,L,301.6,310.7,1457,40.4,2.444630872,83.3,0.0072316,9.126147334,861.4,0
6590,5/20/2012,M21449,M,301.6,310.6,1553,38.9,2.605704698,83.2,0.0069631,8.78730523,859.9,0
6591,5/21/2012,L53770,L,301.7,310.7,1763,25.9,2.958053691,83.3,0.0046361,5.850673662,846.9,0
6592,5/22/2012,L53771,L,301.7,310.7,2023,20.9,3.394295302,83.3,0.0037411,4.721199982,841.9,0
6593,5/23/2012,M21452,M,301.6,310.7,1457,47.8,2.444630872,83.3,0.0085562,10.79776838,868.8,0
6594,5/24/2012,L53773,L,301.6,310.7,1679,29.5,2.817114094,83.3,0.0052805,6.663894712,850.5,0
6595,5/25/2012,L53774,L,301.6,310.6,2103,19.7,3.52852349,83.2,0.0035263,4.450126299,840.7,0
6596,5/26/2012,M21455,M,301.5,310.7,1460,38.6,2.44966443,83.3,0.0069094,8.71953681,859.6,0
6597,5/27/2012,M21456,M,301.5,310.7,1454,39.4,2.439597315,83.3,0.0070526,8.900252598,860.4,0
6598,5/28/2012,L53777,L,301.5,310.6,1481,46.8,2.484899329,83.2,0.0083772,10.57187364,867.8,0
6599,5/29/2012,L53778,L,301.5,310.7,1424,51.1,2.389261745,83.3,0.0091469,11.54322101,872.1,0
6600,5/30/2012,L53779,L,301.6,310.7,1494,39.5,2.506711409,83.3,0.0070705,8.922842072,860.5,0
6601,5/31/2012,M21460,M,301.5,310.6,1424,47,2.389261745,83.2,0.008413,10.61705259,868,0
6602,6/1/2012,M21461,M,301.5,310.7,1347,47.9,2.260067114,83.3,0.0085741,10.82035785,868.9,0
6603,6/2/2012,L53782,L,301.5,310.6,1374,46.7,2.305369128,83.2,0.0083593,10.54928417,867.7,0
6604,6/3/2012,M21463,M,301.5,310.6,1403,47.4,2.354026846,83.2,0.0084846,10.70741049,868.4,0
6605,6/4/2012,M21464,M,301.5,310.6,1573,37.4,2.639261745,83.2,0.0066946,8.448463126,858.4,0
6606,6/5/2012,M21465,M,301.6,310.6,1691,30.1,2.837248322,83.2,0.0053879,6.799431554,851.1,0
6607,6/6/2012,H36020,H,301.5,310.5,1538,44.3,2.580536913,83.1,0.0079297,10.0071368,865.3,0
6608,6/7/2012,L53787,L,301.5,310.5,1556,39.1,2.610738255,83.1,0.0069989,8.832484178,860.1,0
6609,6/8/2012,M21468,M,301.5,310.4,1593,36.8,2.672818792,83,0.0065872,8.312926285,857.8,0
6610,6/9/2012,L53789,L,301.5,310.4,1474,39.9,2.473154362,83,0.0071421,9.013199966,860.9,0
6611,6/10/2012,L53790,L,301.5,310.4,1543,34,2.588926174,83,0.006086,7.680421024,855,0
6612,6/11/2012,H36025,H,301.5,310.5,1587,33.8,2.662751678,83.1,0.0060502,7.635242077,854.8,0
6613,6/12/2012,L53792,L,301.6,310.6,1222,70,2.05033557,83.2,0.01253,15.81263152,891,0
6614,6/13/2012,L53793,L,301.7,310.6,1513,41.1,2.538590604,83.2,0.0073569,9.28427365,862.1,0
6615,6/14/2012,L53794,L,301.7,310.6,1660,28.7,2.785234899,83.2,0.0051373,6.483178923,849.7,0
6616,6/15/2012,L53795,L,301.7,310.6,1545,42.1,2.592281879,83.2,0.0075359,9.510168386,863.1,0
6617,6/16/2012,M21476,M,301.7,310.6,1380,45.8,2.315436242,83.2,0.0081982,10.34597891,866.8,0
6618,6/17/2012,L53797,L,301.6,310.6,1321,60.8,2.216442953,83.2,0.0108832,13.73439995,881.8,0
